Atom Num Conju-All Ratio,AtomWt Conju-All Ratio,Atom_PEOE-Charge_Sum,Atom_LogP_Sum,Atom_MR_Sum,Atom_PEOE-Charge_Mean,Atom_LogP_Mean,Atom_MR_Mean,Atom_PEOE-Charge_Std,Atom_LogP_Std,Atom_MR_Std,Atom_PEOE-Charge_Max,Atom_LogP_Max,Atom_MR_Max,Atom_PEOE-Charge_Min,Atom_LogP_Min,Atom_MR_Min,Atom_PEOE-Charge_Delta,Atom_LogP_Delta,Atom_MR_Delta
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.237116828,0.199813665,1.376237405,0.499963819,0.4202,5.754,-0.464358058,-0.3808,0.2215,0.964321877,0.801,5.5325
0.5625,0.525522232,-1,2.3614,49.5185,-0.04,0.094456,1.98074,0.241844238,0.210625472,1.371322742,0.49996551,0.4202,5.754,-0.464356759,-0.3808,0.2215,0.964322268,0.801,5.5325
0.5625,0.55620932,-1,2.8757,54.5705,-0.04,0.115028,2.18282,0.237446511,0.233255811,1.563366092,0.499964672,0.6895,5.853,-0.464357405,-0.3808,0.2215,0.964322077,1.0703,5.6315
0.444444444,0.407854055,-1,3.0997,61.5355,-0.03125,0.096865625,1.922984375,0.210467232,0.177236277,1.27506097,0.49996399,0.4202,5.754,-0.46435793,-0.3808,0.2215,0.96432192,0.801,5.5325
0.5,0.453236242,-1,2.6124,54.1775,-0.035714286,0.0933,1.934910714,0.224769973,0.189262488,1.326533385,0.500231731,0.4202,5.754,-0.464358057,-0.3808,0.2215,0.964589788,0.801,5.5325
0.421052632,0.38415427,-1,3.6386,67.9585,-0.027027027,0.098340541,1.836716216,0.196961365,0.166131399,1.212909059,0.500242359,0.4202,5.754,-0.464358057,-0.3808,0.2215,0.964600415,0.801,5.5325
0.533333333,0.482136931,-1,2.2223,49.5605,-0.04,0.088892,1.98242,0.236358402,0.199813665,1.376237405,0.499938961,0.4202,5.754,-0.465392446,-0.3808,0.2215,0.965331408,0.801,5.5325
0.631578947,0.575957377,-1,2.7705,64.8615,-0.033333333,0.09235,2.16205,0.221487236,0.204898581,1.418104841,0.500014691,0.4202,5.754,-0.465391877,-0.3808,0.2215,0.965406568,0.801,5.5325
0.473684211,0.433337544,-1,3.7827,68.0777,-0.027777778,0.105075,1.891047222,0.207118036,0.216195665,1.252737522,0.49993983,0.4833,5.754,-0.447612431,-0.5188,0.389,0.947552261,1.0021,5.365
0.411764706,0.372626483,-1,3.0595,59.8015,-0.03125,0.095609375,1.868796875,0.185514975,0.183279973,1.237619135,0.501702392,0.4202,5.754,-0.447572805,-0.3808,0.2215,0.949275198,0.801,5.5325
0.647058824,0.587197554,-1,2.0577,55.482,-0.04,0.082308,2.21928,0.220793532,0.210537326,1.542194314,0.50021096,0.4202,5.754,-0.447609758,-0.3808,0.2215,0.947820718,0.801,5.5325
0.454545455,0.467155321,3.47E-16,0.8762,36.547,1.65E-17,0.04172381,1.740333333,0.155784805,0.138691967,1.305389281,0.316942802,0.1441,5.007,-0.392689561,-0.2783,0,0.709632363,0.4224,5.007
0.454545455,0.467155321,3.47E-16,0.8762,36.547,1.65E-17,0.04172381,1.740333333,0.155784805,0.138691967,1.305389281,0.316942802,0.1441,5.007,-0.392689561,-0.2783,0,0.709632363,0.4224,5.007
0.454545455,0.467155321,3.47E-16,0.8762,36.547,1.65E-17,0.04172381,1.740333333,0.155784805,0.138691967,1.305389281,0.316942802,0.1441,5.007,-0.392689561,-0.2783,0,0.709632363,0.4224,5.007
0.454545455,0.467155321,3.47E-16,0.8762,36.547,1.65E-17,0.04172381,1.740333333,0.155784805,0.138691967,1.305389281,0.316942802,0.1441,5.007,-0.392689561,-0.2783,0,0.709632363,0.4224,5.007
